"","X","Langs","region","dataType","value"
"1109",1109,"Finnish",6073,"speakers",555
"1110",1110,"Estonian",6073,"speakers",230
"1111",1111,"Basque",6073,"speakers",25
"1112",1112,"Syriac",6073,"speakers",10575
"1113",1113,"Oto - Manguen",6073,"speakers",150
"1114",1114,"Quechua",6073,"speakers",10
"1115",1115,"Uncodable",6073,"speakers",45
"1116",1116,"Only English",6075,"speakers",429739
"1117",1117,"Spanish",6075,"speakers",90720
"1118",1118,"French",6075,"speakers",8810
"1119",1119,"French Creole",6075,"speakers",117
"1120",1120,"Italian",6075,"speakers",3700
"1121",1121,"Portuguese",6075,"speakers",1705
"1122",1122,"German",6075,"speakers",4630
"1123",1123,"Yiddish",6075,"speakers",45
"1124",1124,"Dutch",6075,"speakers",520
"1125",1125,"Afrikaans",6075,"speakers",145
"1126",1126,"Swedish",6075,"speakers",675
"1127",1127,"Danish",6075,"speakers",150
"1128",1128,"Norwegian",6075,"speakers",135
"1129",1129,"Greek",6075,"speakers",1390
"1130",1130,"Russian",6075,"speakers",13003
"1131",1131,"Polish",6075,"speakers",749
"1132",1132,"Serbocroatian",6075,"speakers",495
"1133",1133,"Croatian",6075,"speakers",265
"1134",1134,"Serbian",6075,"speakers",285
"1135",1135,"Ukrainian",6075,"speakers",160
"1136",1136,"Czech",6075,"speakers",300
"1137",1137,"Slovak",6075,"speakers",270
"1138",1138,"Bulgarian",6075,"speakers",230
"1139",1139,"Armenian",6075,"speakers",711
"1140",1140,"Persian",6075,"speakers",2459
"1141",1141,"Hindi",6075,"speakers",3545
"1142",1142,"Gujarati",6075,"speakers",1263
"1143",1143,"Urdu",6075,"speakers",877
"1144",1144,"India nec3",6075,"speakers",65
"1145",1145,"Bengali",6075,"speakers",380
"1146",1146,"Panjabi",6075,"speakers",1075
"1147",1147,"Marathi",6075,"speakers",210
"1148",1148,"Nepali",6075,"speakers",200
"1149",1149,"Sindhi",6075,"speakers",300
"1150",1150,"Sinhalese",6075,"speakers",75
"1151",1151,"Jamaican Creole",6075,"speakers",45
"1152",1152,"Romanian",6075,"speakers",315
"1153",1153,"Irish Gaelic",6075,"speakers",500
"1154",1154,"Albanian",6075,"speakers",180
"1155",1155,"Lithuanian",6075,"speakers",60
"1156",1156,"Latvian",6075,"speakers",55
"1157",1157,"Chinese",6075,"speakers",72135
"1158",1158,"Cantonese",6075,"speakers",59515
"1159",1159,"Mandarin",6075,"speakers",11240
"1160",1160,"Formosan",6075,"speakers",805
"1161",1161,"Wu",6075,"speakers",160
"1162",1162,"Japanese",6075,"speakers",6790
"1163",1163,"Korean",6075,"speakers",6271
"1164",1164,"Mon-Khmer, Cambodian",6075,"speakers",1212
"1165",1165,"Hmong",6075,"speakers",158
"1166",1166,"Thai",6075,"speakers",2183
"1167",1167,"Laotian",6075,"speakers",309
"1168",1168,"Vietnamese",6075,"speakers",9860
"1169",1169,"Uighur",6075,"speakers",85
"1170",1170,"Turkish",6075,"speakers",535
"1171",1171,"Mongolian",6075,"speakers",580
"1172",1172,"Telugu",6075,"speakers",270
"1173",1173,"Kannada",6075,"speakers",145
"1174",1174,"Malayalam",6075,"speakers",95
"1175",1175,"Tamil",6075,"speakers",470
"1176",1176,"Burmese",6075,"speakers",1390
"1177",1177,"Tagalog",6075,"speakers",24935
"1178",1178,"Indonesian",6075,"speakers",1700
"1179",1179,"Malay",6075,"speakers",185
"1180",1180,"Bisayan",6075,"speakers",165
"1181",1181,"Sebuano",6075,"speakers",310
"1182",1182,"Pangasinan",6075,"speakers",105
"1183",1183,"Ilocano",6075,"speakers",565
"1184",1184,"Pampangan",6075,"speakers",215
"1185",1185,"Chamorro",6075,"speakers",50
"1186",1186,"Samoan",6075,"speakers",1300
"1187",1187,"Tongan",6075,"speakers",160
"1188",1188,"Fijian",6075,"speakers",75
"1189",1189,"Navajo",6075,"speakers",19
"1190",1190,"Hungarian",6075,"speakers",265
"1191",1191,"Arabic",6075,"speakers",2930
"1192",1192,"Hebrew",6075,"speakers",1229
"1193",1193,"Amharic",6075,"speakers",735
"1194",1194,"Swahili",6075,"speakers",85
"1195",1195,"Kru, Ibo, Yoruba",6075,"speakers",195
"1196",1196,"Finnish",6075,"speakers",90
"1197",1197,"Caucasian",6075,"speakers",135
"1198",1198,"Basque",6075,"speakers",45
"1199",1199,"Syriac",6075,"speakers",140
"1200",1200,"Only English",6077,"speakers",384305
"1201",1201,"Spanish",6077,"speakers",166930
"1202",1202,"French",6077,"speakers",890
"1203",1203,"French Creole",6077,"speakers",80
"1204",1204,"Italian",6077,"speakers",873
"1205",1205,"Portuguese",6077,"speakers",2785
"1206",1206,"German",6077,"speakers",1200
"1207",1207,"Yiddish",6077,"speakers",2
"1208",1208,"Dutch",6077,"speakers",325
"1209",1209,"Swedish",6077,"speakers",85
"1210",1210,"Norwegian",6077,"speakers",80
"1211",1211,"Greek",6077,"speakers",292
"1212",1212,"Russian",6077,"speakers",508
"1213",1213,"Polish",6077,"speakers",244
"1214",1214,"Serbocroatian",6077,"speakers",120
"1215",1215,"Croatian",6077,"speakers",80
"1216",1216,"Serbian",6077,"speakers",85
"1217",1217,"Czech",6077,"speakers",50
"1218",1218,"Armenian",6077,"speakers",68
"1219",1219,"Persian",6077,"speakers",2712
"1220",1220,"Hindi",6077,"speakers",2287
"1221",1221,"Gujarati",6077,"speakers",592
"1222",1222,"Urdu",6077,"speakers",3005
"1223",1223,"India nec3",6077,"speakers",320
"1224",1224,"Bengali",6077,"speakers",85
"1225",1225,"Panjabi",6077,"speakers",8820
"1226",1226,"Marathi",6077,"speakers",140
"1227",1227,"Nepali",6077,"speakers",70
"1228",1228,"Pakistan nec3",6077,"speakers",365
"1229",1229,"Romanian",6077,"speakers",365
"1230",1230,"Irish Gaelic",6077,"speakers",35
"1231",1231,"Pashto",6077,"speakers",890
"1232",1232,"Chinese",6077,"speakers",4395
"1233",1233,"Cantonese",6077,"speakers",1985
"1234",1234,"Mandarin",6077,"speakers",765
"1235",1235,"Formosan",6077,"speakers",45
"1236",1236,"Japanese",6077,"speakers",972
"1237",1237,"Korean",6077,"speakers",1156
"1238",1238,"Mon-Khmer, Cambodian",6077,"speakers",9098
"1239",1239,"Hmong",6077,"speakers",6620
"1240",1240,"Thai",6077,"speakers",282
"1241",1241,"Laotian",6077,"speakers",3041
"1242",1242,"Vietnamese",6077,"speakers",6354
"1243",1243,"Turkish",6077,"speakers",150
"1244",1244,"Telugu",6077,"speakers",275
"1245",1245,"Kannada",6077,"speakers",30
"1246",1246,"Malayalam",6077,"speakers",300
"1247",1247,"Tamil",6077,"speakers",210
"1248",1248,"Burmese",6077,"speakers",35
"1249",1249,"Karen",6077,"speakers",60
"1250",1250,"Mien",6077,"speakers",385
"1251",1251,"Tagalog",6077,"speakers",16861
"1252",1252,"Indonesian",6077,"speakers",245
"1253",1253,"Bisayan",6077,"speakers",755
"1254",1254,"Sebuano",6077,"speakers",75
"1255",1255,"Pangasinan",6077,"speakers",50
"1256",1256,"Ilocano",6077,"speakers",1975
"1257",1257,"Pampangan",6077,"speakers",75
"1258",1258,"Chamorro",6077,"speakers",110
"1259",1259,"Samoan",6077,"speakers",370
"1260",1260,"Tongan",6077,"speakers",85
"1261",1261,"Fijian",6077,"speakers",110
"1262",1262,"Hawaiian",6077,"speakers",20
"1263",1263,"Navajo",6077,"speakers",15
"1264",1264,"Sierra Miwok",6077,"speakers",50
"1265",1265,"Hungarian",6077,"speakers",134
"1266",1266,"Arabic",6077,"speakers",1951
"1267",1267,"Hebrew",6077,"speakers",60
"1268",1268,"Amharic",6077,"speakers",230
"1269",1269,"Swahili",6077,"speakers",70
"1270",1270,"Bantu",6077,"speakers",25
"1271",1271,"Kru, Ibo, Yoruba",6077,"speakers",650
"1272",1272,"Finnish",6077,"speakers",40
"1273",1273,"Syriac",6077,"speakers",160
"1274",1274,"Only English",6081,"speakers",369102
"1275",1275,"Spanish",6081,"speakers",138645
"1276",1276,"French",6081,"speakers",3975
"1277",1277,"Patois",6081,"speakers",25
"1278",1278,"French Creole",6081,"speakers",39
"1279",1279,"Italian",6081,"speakers",3377
"1280",1280,"Portuguese",6081,"speakers",2300
"1281",1281,"German",6081,"speakers",3820
"1282",1282,"Yiddish",6081,"speakers",10
"1283",1283,"Dutch",6081,"speakers",680
"1284",1284,"Afrikaans",6081,"speakers",20
"1285",1285,"Swedish",6081,"speakers",375
"1286",1286,"Danish",6081,"speakers",285
"1287",1287,"Norwegian",6081,"speakers",190
"1288",1288,"Greek",6081,"speakers",1210
"1289",1289,"Russian",6081,"speakers",7063
"1290",1290,"Polish",6081,"speakers",491
"1291",1291,"Serbocroatian",6081,"speakers",160
"1292",1292,"Croatian",6081,"speakers",305
"1293",1293,"Serbian",6081,"speakers",85
"1294",1294,"Ukrainian",6081,"speakers",375
"1295",1295,"Czech",6081,"speakers",375
"1296",1296,"Slovak",6081,"speakers",50
"1297",1297,"Bulgarian",6081,"speakers",190
"1298",1298,"Armenian",6081,"speakers",1059
"1299",1299,"Persian",6081,"speakers",3516
"1300",1300,"Hindi",6081,"speakers",6216
"1301",1301,"Gujarati",6081,"speakers",931
"1302",1302,"Urdu",6081,"speakers",884
"1303",1303,"India nec3",6081,"speakers",330
"1304",1304,"Bengali",6081,"speakers",570
"1305",1305,"Panjabi",6081,"speakers",1900
"1306",1306,"Marathi",6081,"speakers",515
"1307",1307,"Nepali",6081,"speakers",275
"1308",1308,"Sindhi",6081,"speakers",100
"1309",1309,"Pakistan nec3",6081,"speakers",135
"1310",1310,"Sinhalese",6081,"speakers",105
"1311",1311,"Romanian",6081,"speakers",425
"1312",1312,"Irish Gaelic",6081,"speakers",105
"1313",1313,"Latvian",6081,"speakers",120
"1314",1314,"Pashto",6081,"speakers",115
"1315",1315,"Kurdish",6081,"speakers",190
"1316",1316,"Chinese",6081,"speakers",26745
"1317",1317,"Cantonese",6081,"speakers",16040
"1318",1318,"Mandarin",6081,"speakers",7720
"1319",1319,"Formosan",6081,"speakers",1280
"1320",1320,"Japanese",6081,"speakers",5771
"1321",1321,"Korean",6081,"speakers",3286
"1322",1322,"Mon-Khmer, Cambodian",6081,"speakers",109
"1323",1323,"Hmong",6081,"speakers",176
"1324",1324,"Thai",6081,"speakers",857
"1325",1325,"Laotian",6081,"speakers",186
"1326",1326,"Vietnamese",6081,"speakers",3530
"1327",1327,"Karachay",6081,"speakers",15
"1328",1328,"Turkish",6081,"speakers",1080
"1329",1329,"Mongolian",6081,"speakers",120
"1330",1330,"Telugu",6081,"speakers",930
"1331",1331,"Kannada",6081,"speakers",185
"1332",1332,"Malayalam",6081,"speakers",190
"1333",1333,"Tamil",6081,"speakers",1135
"1334",1334,"Tibetan",6081,"speakers",125
"1335",1335,"Burmese",6081,"speakers",2585
"1336",1336,"Tagalog",6081,"speakers",44757
"1337",1337,"Indonesian",6081,"speakers",440
"1338",1338,"Malay",6081,"speakers",15
"1339",1339,"Bisayan",6081,"speakers",225
"1340",1340,"Sebuano",6081,"speakers",80
"1341",1341,"Pangasinan",6081,"speakers",90
"1342",1342,"Ilocano",6081,"speakers",320
"1343",1343,"Pampangan",6081,"speakers",240
"1344",1344,"Chamorro",6081,"speakers",55
"1345",1345,"Samoan",6081,"speakers",1425
"1346",1346,"Tongan",6081,"speakers",2900
"1347",1347,"Fijian",6081,"speakers",320
"1348",1348,"Navajo",6081,"speakers",7
"1349",1349,"Ojibwa",6081,"speakers",30
"1350",1350,"Pomo",6081,"speakers",135
"1351",1351,"Ponca",6081,"speakers",70
"1352",1352,"Hungarian",6081,"speakers",262
"1353",1353,"Arabic",6081,"speakers",7086
"1354",1354,"Hebrew",6081,"speakers",686
"1355",1355,"Amharic",6081,"speakers",75
"1356",1356,"Swahili",6081,"speakers",65
"1357",1357,"Bantu",6081,"speakers",570
"1358",1358,"Kru, Ibo, Yoruba",6081,"speakers",85
"1359",1359,"Finnish",6081,"speakers",35
"1360",1360,"Estonian",6081,"speakers",40
"1361",1361,"Basque",6081,"speakers",85
"1362",1362,"Syriac",6081,"speakers",145
"1363",1363,"Only English",6083,"speakers",238937
"1364",1364,"Spanish",6083,"speakers",132350
"1365",1365,"French",6083,"speakers",1740
"1366",1366,"French Creole",6083,"speakers",18
"1367",1367,"Italian",6083,"speakers",1143
"1368",1368,"Portuguese",6083,"speakers",795
"1369",1369,"German",6083,"speakers",2125
"1370",1370,"Yiddish",6083,"speakers",78
"1371",1371,"Dutch",6083,"speakers",440
"1372",1372,"Afrikaans",6083,"speakers",30
"1373",1373,"Swedish",6083,"speakers",415
"1374",1374,"Danish",6083,"speakers",465
"1375",1375,"Norwegian",6083,"speakers",215
"1376",1376,"Greek",6083,"speakers",257
"1377",1377,"Russian",6083,"speakers",736
"1378",1378,"Polish",6083,"speakers",174
"1379",1379,"Serbian",6083,"speakers",110
"1380",1380,"Ukrainian",6083,"speakers",215
"1381",1381,"Czech",6083,"speakers",30
"1382",1382,"Slovak",6083,"speakers",30
"1383",1383,"Bulgarian",6083,"speakers",45
"1384",1384,"Armenian",6083,"speakers",133
"1385",1385,"Persian",6083,"speakers",837
"1386",1386,"Hindi",6083,"speakers",613
"1387",1387,"Gujarati",6083,"speakers",177
"1388",1388,"Urdu",6083,"speakers",167
"1389",1389,"Bengali",6083,"speakers",125
"1390",1390,"Panjabi",6083,"speakers",405
"1391",1391,"Marathi",6083,"speakers",40
"1392",1392,"Romanian",6083,"speakers",75
"1393",1393,"Irish Gaelic",6083,"speakers",35
"1394",1394,"Albanian",6083,"speakers",50
"1395",1395,"Lithuanian",6083,"speakers",135
"1396",1396,"Latvian",6083,"speakers",125
"1397",1397,"Chinese",6083,"speakers",2310
"1398",1398,"Cantonese",6083,"speakers",575
"1399",1399,"Mandarin",6083,"speakers",805
"1400",1400,"Formosan",6083,"speakers",115
"1401",1401,"Japanese",6083,"speakers",903
"1402",1402,"Korean",6083,"speakers",1577
"1403",1403,"Mon-Khmer, Cambodian",6083,"speakers",182
"1404",1404,"Hmong",6083,"speakers",431
"1405",1405,"Thai",6083,"speakers",305
"1406",1406,"Laotian",6083,"speakers",50
"1407",1407,"Vietnamese",6083,"speakers",1547
"1408",1408,"Turkish",6083,"speakers",105
"1409",1409,"Telugu",6083,"speakers",75
"1410",1410,"Kannada",6083,"speakers",65
"1411",1411,"Malayalam",6083,"speakers",75
"1412",1412,"Tamil",6083,"speakers",40
"1413",1413,"Burmese",6083,"speakers",25
"1414",1414,"Tagalog",6083,"speakers",3710
"1415",1415,"Indonesian",6083,"speakers",45
"1416",1416,"Malay",6083,"speakers",115
"1417",1417,"Ilocano",6083,"speakers",335
"1418",1418,"Chamorro",6083,"speakers",100
"1419",1419,"Samoan",6083,"speakers",100
"1420",1420,"Tongan",6083,"speakers",65
"1421",1421,"Fijian",6083,"speakers",40
"1422",1422,"Navajo",6083,"speakers",9
"1423",1423,"Hungarian",6083,"speakers",199
"1424",1424,"Arabic",6083,"speakers",709
"1425",1425,"Hebrew",6083,"speakers",383
"1426",1426,"Cushite",6083,"speakers",20
"1427",1427,"Bantu",6083,"speakers",35
"1428",1428,"Kru, Ibo, Yoruba",6083,"speakers",30
"1429",1429,"Finnish",6083,"speakers",45
"1430",1430,"Syriac",6083,"speakers",30
"1431",1431,"Oto - Manguen",6083,"speakers",745
"1432",1432,"Only English",6085,"speakers",823890
"1433",1433,"Spanish",6085,"speakers",320730
"1434",1434,"French",6085,"speakers",9060
"1435",1435,"French Creole",6085,"speakers",281
"1436",1436,"Italian",6085,"speakers",4031
"1437",1437,"Portuguese",6085,"speakers",8030
"1438",1438,"German",6085,"speakers",6515
"1439",1439,"Yiddish",6085,"speakers",93
"1440",1440,"Dutch",6085,"speakers",1455
"1441",1441,"Afrikaans",6085,"speakers",85
"1442",1442,"Swedish",6085,"speakers",720
"1443",1443,"Danish",6085,"speakers",555
"1444",1444,"Norwegian",6085,"speakers",415
"1445",1445,"Icelandic",6085,"speakers",110
"1446",1446,"Greek",6085,"speakers",1778
"1447",1447,"Russian",6085,"speakers",11580
"1448",1448,"Polish",6085,"speakers",1777
"1449",1449,"Serbocroatian",6085,"speakers",1425
"1450",1450,"Croatian",6085,"speakers",835
"1451",1451,"Serbian",6085,"speakers",1050
"1452",1452,"Bielorussian",6085,"speakers",85
"1453",1453,"Ukrainian",6085,"speakers",510
"1454",1454,"Czech",6085,"speakers",510
"1455",1455,"Slovak",6085,"speakers",215
"1456",1456,"Bulgarian",6085,"speakers",865
"1457",1457,"Slovene",6085,"speakers",80
"1458",1458,"Armenian",6085,"speakers",1307
"1459",1459,"Persian",6085,"speakers",14446
"1460",1460,"Hindi",6085,"speakers",31006
"1461",1461,"Gujarati",6085,"speakers",6260
"1462",1462,"Urdu",6085,"speakers",5687
"1463",1463,"India nec3",6085,"speakers",985
"1464",1464,"Bengali",6085,"speakers",3740
"1465",1465,"Panjabi",6085,"speakers",12105
"1466",1466,"Marathi",6085,"speakers",5665
"1467",1467,"Oriya",6085,"speakers",265
"1468",1468,"Nepali",6085,"speakers",640
"1469",1469,"Sindhi",6085,"speakers",175
"1470",1470,"Pakistan nec3",6085,"speakers",20
"1471",1471,"Sinhalese",6085,"speakers",165
"1472",1472,"Romanian",6085,"speakers",1415
"1473",1473,"Irish Gaelic",6085,"speakers",155
"1474",1474,"Albanian",6085,"speakers",130
"1475",1475,"Lithuanian",6085,"speakers",100
"1476",1476,"Latvian",6085,"speakers",65
"1477",1477,"Pashto",6085,"speakers",330
"1478",1478,"Kurdish",6085,"speakers",70
"1479",1479,"Chinese",6085,"speakers",72550
"1480",1480,"Hakka",6085,"speakers",35
"1481",1481,"Cantonese",6085,"speakers",15265
"1482",1482,"Mandarin",6085,"speakers",35160
"1483",1483,"Fuchow",6085,"speakers",90
"1484",1484,"Formosan",6085,"speakers",4015
"1485",1485,"Wu",6085,"speakers",85
"1486",1486,"Japanese",6085,"speakers",13632
"1487",1487,"Korean",6085,"speakers",24022
"1488",1488,"Mon-Khmer, Cambodian",6085,"speakers",3961
"1489",1489,"Hmong",6085,"speakers",277
"1490",1490,"Thai",6085,"speakers",1587
"1491",1491,"Laotian",6085,"speakers",1014
"1492",1492,"Vietnamese",6085,"speakers",112323
"1493",1493,"Uighur",6085,"speakers",95
"1494",1494,"Turkish",6085,"speakers",1495
"1495",1495,"Dravidian",6085,"speakers",90
"1496",1496,"Telugu",6085,"speakers",14015
"1497",1497,"Kannada",6085,"speakers",4730
"1498",1498,"Malayalam",6085,"speakers",2970
"1499",1499,"Tamil",6085,"speakers",15540
"1500",1500,"Tibetan",6085,"speakers",35
"1501",1501,"Burmese",6085,"speakers",600
"1502",1502,"Karen",6085,"speakers",210
"1503",1503,"Mien",6085,"speakers",115
"1504",1504,"Tagalog",6085,"speakers",55471
"1505",1505,"Indonesian",6085,"speakers",1720
"1506",1506,"Malay",6085,"speakers",145
"1507",1507,"Bisayan",6085,"speakers",800
"1508",1508,"Sebuano",6085,"speakers",435
"1509",1509,"Pangasinan",6085,"speakers",160
"1510",1510,"Ilocano",6085,"speakers",2660
"1511",1511,"Pampangan",6085,"speakers",100
"1512",1512,"Chamorro",6085,"speakers",345
"1513",1513,"Gilbertese",6085,"speakers",70
"1514",1514,"Palau",6085,"speakers",70
"1515",1515,"Ponapean",6085,"speakers",65
"1516",1516,"Samoan",6085,"speakers",870
"1517",1517,"Tongan",6085,"speakers",585
"1518",1518,"Fijian",6085,"speakers",160
"1519",1519,"Hawaiian",6085,"speakers",110
"1520",1520,"Navajo",6085,"speakers",28
"1521",1521,"Iroquois",6085,"speakers",75
"1522",1522,"American Indian",6085,"speakers",50
"1523",1523,"Hungarian",6085,"speakers",607
"1524",1524,"Arabic",6085,"speakers",5288
"1525",1525,"Hebrew",6085,"speakers",3742
"1526",1526,"Amharic",6085,"speakers",3770
"1527",1527,"Cushite",6085,"speakers",585
"1528",1528,"Swahili",6085,"speakers",190
"1529",1529,"Bantu",6085,"speakers",35
"1530",1530,"Mande",6085,"speakers",45
"1531",1531,"Kru, Ibo, Yoruba",6085,"speakers",490
"1532",1532,"African",6085,"speakers",75
"1533",1533,"Finnish",6085,"speakers",370
"1534",1534,"Caucasian",6085,"speakers",105
"1535",1535,"Syriac",6085,"speakers",3535
"1536",1536,"Only English",6095,"speakers",274881
"1537",1537,"Spanish",6095,"speakers",64920
"1538",1538,"French",6095,"speakers",890
"1539",1539,"Patois",6095,"speakers",105
"1540",1540,"French Creole",6095,"speakers",48
"1541",1541,"Italian",6095,"speakers",550
"1542",1542,"Portuguese",6095,"speakers",1085
"1543",1543,"German",6095,"speakers",1445
"1544",1544,"Yiddish",6095,"speakers",28
"1545",1545,"Dutch",6095,"speakers",135
"1546",1546,"Afrikaans",6095,"speakers",60
"1547",1547,"Swedish",6095,"speakers",80
"1548",1548,"Norwegian",6095,"speakers",70
"1549",1549,"Greek",6095,"speakers",351
"1550",1550,"Russian",6095,"speakers",516
"1551",1551,"Polish",6095,"speakers",170
"1552",1552,"Serbian",6095,"speakers",50
"1553",1553,"Bulgarian",6095,"speakers",45
"1554",1554,"Armenian",6095,"speakers",7
"1555",1555,"Persian",6095,"speakers",736
"1556",1556,"Hindi",6095,"speakers",1961
"1557",1557,"Gujarati",6095,"speakers",153
"1558",1558,"Urdu",6095,"speakers",321
"1559",1559,"India nec3",6095,"speakers",120
"1560",1560,"Bengali",6095,"speakers",25
"1561",1561,"Panjabi",6095,"speakers",2270
"1562",1562,"Marathi",6095,"speakers",20
"1563",1563,"Nepali",6095,"speakers",35
"1564",1564,"Pakistan nec3",6095,"speakers",70
"1565",1565,"Romanian",6095,"speakers",30
"1566",1566,"Chinese",6095,"speakers",1825
"1567",1567,"Cantonese",6095,"speakers",740
"1568",1568,"Mandarin",6095,"speakers",525
"1569",1569,"Formosan",6095,"speakers",60
"1570",1570,"Japanese",6095,"speakers",1222
"1571",1571,"Korean",6095,"speakers",1121
"1572",1572,"Mon-Khmer, Cambodian",6095,"speakers",55
"1573",1573,"Hmong",6095,"speakers",332
"1574",1574,"Thai",6095,"speakers",286
"1575",1575,"Laotian",6095,"speakers",183
"1576",1576,"Vietnamese",6095,"speakers",1719
"1577",1577,"Turkish",6095,"speakers",120
"1578",1578,"Telugu",6095,"speakers",280
"1579",1579,"Tamil",6095,"speakers",100
"1580",1580,"Mien",6095,"speakers",480
"1581",1581,"Tagalog",6095,"speakers",26559
"1582",1582,"Indonesian",6095,"speakers",40
"1583",1583,"Bisayan",6095,"speakers",460
"1584",1584,"Sebuano",6095,"speakers",130
"1585",1585,"Pangasinan",6095,"speakers",35
"1586",1586,"Ilocano",6095,"speakers",365
"1587",1587,"Pampangan",6095,"speakers",95
"1588",1588,"Chamorro",6095,"speakers",440
"1589",1589,"Samoan",6095,"speakers",315
"1590",1590,"Tongan",6095,"speakers",60
"1591",1591,"Navajo",6095,"speakers",40
"1592",1592,"Hungarian",6095,"speakers",27
"1593",1593,"Arabic",6095,"speakers",786
"1594",1594,"Hebrew",6095,"speakers",19
"1595",1595,"Amharic",6095,"speakers",225
"1596",1596,"Swahili",6095,"speakers",45
"1597",1597,"Bantu",6095,"speakers",95
"1598",1598,"Fulani",6095,"speakers",130
"1599",1599,"Kru, Ibo, Yoruba",6095,"speakers",190
"1600",1600,"African",6095,"speakers",45
"1601",1601,"Finnish",6095,"speakers",40
"1602",1602,"Only English",6097,"speakers",342615
"1603",1603,"Spanish",6097,"speakers",89065
"1604",1604,"French",6097,"speakers",2015
"1605",1605,"French Creole",6097,"speakers",165
"1606",1606,"Italian",6097,"speakers",1272
"1607",1607,"Portuguese",6097,"speakers",1300
"1608",1608,"German",6097,"speakers",2035
"1609",1609,"Yiddish",6097,"speakers",41
"1610",1610,"Dutch",6097,"speakers",380
"1611",1611,"Swedish",6097,"speakers",100
"1612",1612,"Danish",6097,"speakers",160
"1613",1613,"Norwegian",6097,"speakers",135
"1614",1614,"Greek",6097,"speakers",265
"1615",1615,"Russian",6097,"speakers",969
"1616",1616,"Polish",6097,"speakers",172
"1617",1617,"Croatian",6097,"speakers",120
"1618",1618,"Ukrainian",6097,"speakers",30
"1619",1619,"Czech",6097,"speakers",85
"1620",1620,"Slovak",6097,"speakers",25
"1621",1621,"Bulgarian",6097,"speakers",150
"1622",1622,"Macedonian",6097,"speakers",75
"1623",1623,"Armenian",6097,"speakers",132
"1624",1624,"Persian",6097,"speakers",727
"1625",1625,"Hindi",6097,"speakers",527
"1626",1626,"Gujarati",6097,"speakers",347
"1627",1627,"Urdu",6097,"speakers",358
"1628",1628,"Panjabi",6097,"speakers",430
"1629",1629,"Marathi",6097,"speakers",125
"1630",1630,"Nepali",6097,"speakers",315
"1631",1631,"Pidgin",6097,"speakers",25
"1632",1632,"Romanian",6097,"speakers",35
"1633",1633,"Lithuanian",6097,"speakers",50
"1634",1634,"Pashto",6097,"speakers",50
"1635",1635,"Chinese",6097,"speakers",1365
"1636",1636,"Cantonese",6097,"speakers",530
"1637",1637,"Mandarin",6097,"speakers",465
"1638",1638,"Formosan",6097,"speakers",175
"1639",1639,"Japanese",6097,"speakers",856
"1640",1640,"Korean",6097,"speakers",848
"1641",1641,"Mon-Khmer, Cambodian",6097,"speakers",803
"1642",1642,"Hmong",6097,"speakers",96
"1643",1643,"Thai",6097,"speakers",674
"1644",1644,"Laotian",6097,"speakers",933
"1645",1645,"Vietnamese",6097,"speakers",2010
"1646",1646,"Turkish",6097,"speakers",50
"1647",1647,"Telugu",6097,"speakers",100
"1648",1648,"Tamil",6097,"speakers",90
"1649",1649,"Burmese",6097,"speakers",25
"1650",1650,"Tagalog",6097,"speakers",2574
"1651",1651,"Indonesian",6097,"speakers",60
"1652",1652,"Sebuano",6097,"speakers",35
"1653",1653,"Chamorro",6097,"speakers",55
"1654",1654,"Samoan",6097,"speakers",95
"1655",1655,"Tongan",6097,"speakers",250
"1656",1656,"Fijian",6097,"speakers",475
"1657",1657,"Hawaiian",6097,"speakers",40
"1658",1658,"Navajo",6097,"speakers",15
"1659",1659,"Pomo",6097,"speakers",15
"1660",1660,"Hungarian",6097,"speakers",101
"1661",1661,"Arabic",6097,"speakers",479
"1662",1662,"Hebrew",6097,"speakers",115
"1663",1663,"Amharic",6097,"speakers",1195
"1664",1664,"Swahili",6097,"speakers",220
"1665",1665,"Bantu",6097,"speakers",345
"1666",1666,"Syriac",6097,"speakers",60
"1667",1667,"Only English",6099,"speakers",283971
"1668",1668,"Spanish",6099,"speakers",150590
"1669",1669,"French",6099,"speakers",800
"1670",1670,"French Creole",6099,"speakers",16
"1671",1671,"Italian",6099,"speakers",314
"1672",1672,"Portuguese",6099,"speakers",4450
"1673",1673,"German",6099,"speakers",1230
"1674",1674,"Yiddish",6099,"speakers",18
"1675",1675,"Dutch",6099,"speakers",225
"1676",1676,"Swedish",6099,"speakers",30
"1677",1677,"Danish",6099,"speakers",75
"1678",1678,"Norwegian",6099,"speakers",75
"1679",1679,"Greek",6099,"speakers",209
"1680",1680,"Russian",6099,"speakers",534
"1681",1681,"Polish",6099,"speakers",141
"1682",1682,"Serbocroatian",6099,"speakers",40
"1683",1683,"Serbian",6099,"speakers",30
"1684",1684,"Armenian",6099,"speakers",524
"1685",1685,"Persian",6099,"speakers",1245
"1686",1686,"Hindi",6099,"speakers",3647
"1687",1687,"Gujarati",6099,"speakers",196
"1688",1688,"Urdu",6099,"speakers",164
"1689",1689,"India nec3",6099,"speakers",150
"1690",1690,"Panjabi",6099,"speakers",4625
"1691",1691,"Nepali",6099,"speakers",60
"1692",1692,"Romanian",6099,"speakers",555
"1693",1693,"Pashto",6099,"speakers",85
"1694",1694,"Chinese",6099,"speakers",1260
"1695",1695,"Cantonese",6099,"speakers",565
"1696",1696,"Mandarin",6099,"speakers",505
"1697",1697,"Formosan",6099,"speakers",65
